driver id,car id,drive name,city,vechicle type,vechicle age,battery capacity(kw),total km driven,current charge percentage,estimated rangekm,batery health,vechicle-status,average energy per km kwh,charging cost,total maintanace cost,max speed,gross revenue,driver earnings
6265,106265,Driver_6265,Chennai,Mini EV,7.2,50,224389.9,78.4,232.0,81.8,Active,0.169,2710.3,46766.21,160,387206.81,234046.48
6266,106266,Driver_6266,Hyderabad,Sedan,2.7,30,103567.8,95.3,143.7,90.9,Maintenance,0.199,1925.32,44498.06,160,666395.57,355114.96
6267,106267,Driver_6267,Hyderabad,Hatchback,7.6,30,236380.6,76.8,117.0,90.1,Active,0.197,4887.73,8377.67,160,356705.9,205655.03
6268,106268,Driver_6268,Mumbai,SUV,3.9,50,71487.5,66.2,243.4,78.8,Inactive,0.136,2431.31,34045.3,160,107468.34,47596.91
6269,106269,Driver_6269,Chennai,Hatchback,5.1,75,98602.0,82.4,320.2,73.1,Maintenance,0.193,2642.84,25074.05,100,141965.58,67022.8
6270,106270,Driver_6270,Chennai,Mini EV,6.8,60,82744.3,65.7,308.0,98.5,Active,0.128,3720.15,25729.05,120,536886.08,221020.85
6271,106271,Driver_6271,Hyderabad,Mini EV,7.6,30,39950.7,72.9,118.2,94.4,Maintenance,0.185,1078.98,23385.56,140,89655.0,44845.3
6272,106272,Driver_6272,Chennai,SUV,7.6,60,82802.3,96.6,369.2,73.6,Active,0.157,2091.98,9196.86,120,709708.45,386713.26
6273,106273,Driver_6273,Bangalore,SUV,0.7,30,192134.5,37.9,75.3,90.6,Active,0.151,1124.76,17413.91,100,747140.38,387165.15
6274,106274,Driver_6274,Mumbai,Sedan,7.9,60,175727.9,97.0,447.7,85.0,Inactive,0.13,1086.11,44615.59,140,315896.01,162846.61
6275,106275,Driver_6275,Hyderabad,Mini EV,7.0,30,46347.4,46.5,71.2,80.7,Maintenance,0.196,986.19,16904.16,120,279048.28,149195.2
6276,106276,Driver_6276,Mumbai,Mini EV,5.2,40,215137.4,91.2,222.4,86.3,Inactive,0.164,2363.67,41425.27,140,785241.33,451922.54
6277,106277,Driver_6277,Hyderabad,Mini EV,2.1,75,109333.2,25.1,127.2,87.8,Active,0.148,2653.73,20259.78,100,101775.66,58940.31
6278,106278,Driver_6278,Bangalore,SUV,2.6,40,166694.8,43.5,115.2,82.3,Inactive,0.151,630.19,35398.92,160,227808.7,99857.16
6279,106279,Driver_6279,Chennai,Mini EV,2.3,60,197885.4,25.6,89.8,79.3,Active,0.171,4151.34,31630.38,140,436706.79,237774.08
6280,106280,Driver_6280,Delhi,Hatchback,0.9,40,112262.7,29.7,63.9,84.0,Maintenance,0.186,1892.02,25995.82,120,205791.39,126141.45
6281,106281,Driver_6281,Bangalore,SUV,2.6,60,73435.9,21.3,81.9,93.3,Active,0.156,4225.27,25345.38,120,720958.83,472489.86
6282,106282,Driver_6282,Chennai,Sedan,5.3,30,44897.5,65.3,99.4,82.5,Inactive,0.197,1352.19,26408.58,140,197034.88,117171.4
6283,106283,Driver_6283,Chennai,SUV,6.2,40,112572.6,29.2,68.3,70.2,Maintenance,0.171,4963.28,49597.13,100,218607.87,142211.24
6284,106284,Driver_6284,Mumbai,SUV,4.8,40,193082.7,55.2,113.8,90.8,Maintenance,0.194,2950.23,5897.54,140,252525.22,107679.34
6285,106285,Driver_6285,Hyderabad,SUV,3.6,40,129698.2,73.8,232.4,86.4,Active,0.127,4340.73,24176.83,100,595960.97,405095.54
6286,106286,Driver_6286,Mumbai,Hatchback,4.0,50,33775.1,80.7,328.0,73.0,Maintenance,0.123,3850.99,20919.71,160,541361.18,303542.9
6287,106287,Driver_6287,Mumbai,SUV,1.6,40,130879.8,40.0,85.6,84.9,Inactive,0.187,2777.12,22450.89,140,699503.64,286701.59
6288,106288,Driver_6288,Mumbai,SUV,2.6,60,6987.3,34.5,144.8,75.4,Maintenance,0.143,734.55,18571.62,140,137872.13,92362.24
6289,106289,Driver_6289,Chennai,SUV,0.8,75,196500.2,99.6,415.0,91.1,Active,0.18,1165.66,26480.95,160,563470.48,298530.12
6290,106290,Driver_6290,Bangalore,Hatchback,1.5,30,129676.7,88.1,146.0,74.3,Active,0.181,3103.63,24640.3,140,552921.23,368755.25
6291,106291,Driver_6291,Hyderabad,Sedan,6.1,60,236488.3,79.1,341.4,71.3,Inactive,0.139,4328.77,21268.08,120,129188.14,69213.16
6292,106292,Driver_6292,Hyderabad,Sedan,2.8,60,219446.5,78.5,329.4,72.1,Inactive,0.143,2505.38,13716.28,160,736376.35,407927.81
6293,106293,Driver_6293,Chennai,Mini EV,0.7,50,185298.8,56.0,189.2,89.8,Active,0.148,2103.87,14248.26,100,546797.68,329008.25
6294,106294,Driver_6294,Delhi,Sedan,5.7,40,248549.9,64.2,137.3,87.4,Active,0.187,3329.26,31302.72,100,277395.4,163383.99
6295,106295,Driver_6295,Chennai,Hatchback,7.4,75,59796.4,57.5,347.8,87.7,Active,0.124,2854.36,18890.21,160,790528.75,469055.88
6296,106296,Driver_6296,Bangalore,SUV,6.0,30,183796.7,97.6,185.3,77.9,Active,0.158,1532.21,30945.3,100,143143.46,84156.93
6297,106297,Driver_6297,Bangalore,Hatchback,6.7,30,233342.5,80.9,124.5,82.0,Inactive,0.195,1626.69,22737.86,140,532638.12,251288.34
6298,106298,Driver_6298,Bangalore,SUV,0.6,50,132035.6,25.3,81.1,90.0,Inactive,0.156,3270.22,27675.78,160,685863.07,302103.31
6299,106299,Driver_6299,Bangalore,Sedan,7.3,50,24549.4,74.6,198.4,91.7,Active,0.188,3359.3,23130.31,160,675983.21,387352.07
6300,106300,Driver_6300,Hyderabad,Hatchback,1.0,60,195176.1,26.0,114.7,89.4,Maintenance,0.136,1060.64,35990.15,160,138032.67,68430.75
6301,106301,Driver_6301,Hyderabad,Mini EV,2.9,60,55021.4,94.0,331.8,77.7,Active,0.17,2304.87,35083.08,160,743477.71,320121.91
6302,106302,Driver_6302,Hyderabad,SUV,2.5,50,45264.2,79.4,245.1,77.9,Inactive,0.162,3615.76,33915.94,140,670370.25,282785.28
6303,106303,Driver_6303,Bangalore,Hatchback,5.9,60,132908.0,92.6,405.5,70.5,Inactive,0.137,4072.44,25077.0,100,398332.5,254985.3
6304,106304,Driver_6304,Hyderabad,SUV,3.0,40,67681.0,97.1,229.8,87.5,Inactive,0.169,4598.46,41192.07,160,460743.94,272361.68
6305,106305,Driver_6305,Chennai,SUV,4.7,60,6905.6,29.3,134.2,75.0,Inactive,0.131,1250.79,33415.68,160,585355.47,321073.22
6306,106306,Driver_6306,Hyderabad,Sedan,3.5,60,60703.9,31.9,151.9,89.8,Active,0.126,4175.86,30335.89,140,177625.6,93167.56
6307,106307,Driver_6307,Delhi,Mini EV,1.0,60,111202.6,10.2,31.7,88.9,Active,0.193,3653.83,22018.77,120,374789.5,194351.83
6308,106308,Driver_6308,Mumbai,Mini EV,3.5,40,100946.5,12.8,26.4,99.0,Inactive,0.194,1984.36,44696.57,120,520555.98,282096.47
6309,106309,Driver_6309,Chennai,Sedan,2.1,50,142281.3,42.2,107.7,84.9,Inactive,0.196,2660.95,10805.93,140,57502.02,31566.84
6310,106310,Driver_6310,Hyderabad,SUV,4.8,40,175387.5,32.3,69.8,80.4,Inactive,0.185,2907.31,36959.87,140,204455.08,133045.7
6311,106311,Driver_6311,Chennai,Sedan,5.8,60,131783.6,75.1,266.6,71.6,Inactive,0.169,4400.46,27477.29,160,294249.91,159981.48
6312,106312,Driver_6312,Bangalore,SUV,6.1,50,148695.2,71.3,289.8,91.0,Active,0.123,3988.51,31421.52,140,384863.2,254738.66
6313,106313,Driver_6313,Delhi,SUV,6.6,75,85789.6,23.6,146.3,94.6,Maintenance,0.121,1332.55,31897.58,140,167605.07,99766.92
6314,106314,Driver_6314,Bangalore,Hatchback,6.4,50,138809.3,20.5,72.2,81.4,Maintenance,0.142,1822.81,30792.42,100,119143.59,56221.44
6315,106315,Driver_6315,Chennai,SUV,2.6,40,215659.7,56.7,149.2,94.9,Active,0.152,1211.03,22924.74,160,474466.35,294199.21
6316,106316,Driver_6316,Hyderabad,SUV,1.7,30,9818.8,17.7,27.4,92.5,Active,0.194,1064.28,20478.97,100,577708.26,337702.41
6317,106317,Driver_6317,Chennai,Sedan,2.1,40,48965.2,66.8,140.6,83.9,Inactive,0.19,1459.86,17109.6,120,711394.32,302698.49
6318,106318,Driver_6318,Delhi,Sedan,7.6,30,242917.3,90.6,139.4,93.3,Inactive,0.195,3861.58,39434.88,100,783436.44,345761.9
6319,106319,Driver_6319,Hyderabad,SUV,5.9,30,180318.1,85.0,138.6,75.9,Active,0.184,3825.2,25346.59,160,640116.92,271339.91
6320,106320,Driver_6320,Mumbai,SUV,1.3,30,41550.0,58.3,103.5,91.6,Active,0.169,3229.05,20225.02,120,630286.71,362236.16
6321,106321,Driver_6321,Hyderabad,Hatchback,5.6,40,90624.4,11.5,24.6,93.8,Active,0.187,3884.34,17954.76,100,250634.08,160431.21
6322,106322,Driver_6322,Mumbai,SUV,2.3,30,197945.3,25.2,62.0,73.7,Maintenance,0.122,1692.01,34302.23,140,148668.69,99180.76
6323,106323,Driver_6323,Delhi,Hatchback,3.8,30,33837.2,50.6,110.8,84.4,Maintenance,0.137,1682.78,30090.52,140,608715.53,310982.08
6324,106324,Driver_6324,Chennai,Sedan,7.1,75,219949.5,14.3,77.7,72.4,Active,0.138,3501.79,41746.92,100,797076.18,357577.5
6325,106325,Driver_6325,Mumbai,SUV,7.6,60,78609.2,24.4,80.4,85.7,Active,0.182,1256.71,13523.81,120,174476.98,106134.05
6326,106326,Driver_6326,Chennai,Mini EV,7.4,30,176413.8,73.7,146.4,92.6,Active,0.151,3938.94,14958.48,120,389056.47,265806.42
6327,106327,Driver_6327,Bangalore,Mini EV,5.9,40,207524.2,22.2,46.2,85.8,Active,0.192,2674.76,15252.11,140,191035.22,109205.52
6328,106328,Driver_6328,Bangalore,Hatchback,1.5,60,144917.3,91.7,309.1,74.7,Inactive,0.178,676.8,35035.86,120,380280.75,191153.31
6329,106329,Driver_6329,Delhi,Mini EV,1.4,40,173510.5,40.3,92.6,76.0,Maintenance,0.174,3208.53,7516.68,140,599343.9,287998.02
6330,106330,Driver_6330,Hyderabad,Mini EV,7.1,60,88634.7,73.0,268.7,77.3,Maintenance,0.163,3840.38,15763.31,100,458416.97,282769.67
6331,106331,Driver_6331,Hyderabad,Mini EV,1.3,40,178171.5,91.6,231.9,80.0,Inactive,0.158,788.38,17901.08,160,561214.13,304449.41
6332,106332,Driver_6332,Chennai,SUV,6.4,40,203721.1,30.2,100.7,77.7,Maintenance,0.12,2101.94,33905.21,160,438116.86,248571.14
6333,106333,Driver_6333,Mumbai,Hatchback,2.2,75,71446.9,25.2,118.1,92.8,Inactive,0.16,4805.38,17083.78,120,221481.37,112155.17
6334,106334,Driver_6334,Mumbai,Mini EV,2.0,30,130746.6,62.0,134.8,73.7,Maintenance,0.138,2167.57,43462.91,100,471702.98,203080.13
6335,106335,Driver_6335,Mumbai,Mini EV,2.9,40,76391.4,29.8,83.4,84.2,Inactive,0.143,4976.07,31659.2,140,612525.98,402994.21
6336,106336,Driver_6336,Hyderabad,SUV,0.7,50,40122.2,52.7,205.9,77.2,Active,0.128,4205.38,27915.17,140,389378.25,269482.64
6337,106337,Driver_6337,Bangalore,SUV,4.7,75,38707.7,61.2,290.5,81.0,Maintenance,0.158,4074.87,35264.13,100,629022.06,354983.07
6338,106338,Driver_6338,Mumbai,Sedan,6.4,75,202260.6,91.0,554.9,82.0,Inactive,0.123,4770.36,26838.51,140,581431.77,337993.68
6339,106339,Driver_6339,Bangalore,SUV,1.9,75,37887.3,39.7,158.4,71.6,Maintenance,0.188,2953.39,40023.71,140,645083.97,377841.51
6340,106340,Driver_6340,Bangalore,Hatchback,4.2,50,226642.6,87.3,274.5,93.1,Maintenance,0.159,3047.7,24569.38,160,166745.43,82885.92
6341,106341,Driver_6341,Delhi,SUV,1.0,50,13587.7,20.5,59.9,73.3,Maintenance,0.171,1286.82,10262.68,120,491977.77,235995.86
6342,106342,Driver_6342,Delhi,SUV,2.9,40,105052.4,23.4,60.8,84.0,Active,0.154,2464.37,41991.98,120,614174.62,277712.2
6343,106343,Driver_6343,Hyderabad,Hatchback,2.5,30,67912.4,19.9,32.4,86.3,Maintenance,0.184,2780.8,32855.26,120,475325.28,218185.99
6344,106344,Driver_6344,Mumbai,Mini EV,3.8,40,67802.8,86.7,270.9,98.8,Maintenance,0.128,2193.38,25314.61,100,101253.16,53772.66
6345,106345,Driver_6345,Hyderabad,SUV,7.8,60,56456.0,22.8,70.9,92.7,Active,0.193,802.38,26825.07,120,593603.59,341887.75
6346,106346,Driver_6346,Mumbai,Hatchback,3.1,50,68010.2,14.7,51.0,73.2,Maintenance,0.144,4200.49,45367.22,140,154042.16,63102.02
6347,106347,Driver_6347,Bangalore,Hatchback,4.8,50,248878.9,89.5,245.9,79.4,Inactive,0.182,3074.32,19240.53,140,121684.48,84373.2
6348,106348,Driver_6348,Delhi,Mini EV,6.6,40,75283.9,70.1,231.7,90.7,Inactive,0.121,1633.88,25219.31,160,709111.6,377578.73
6349,106349,Driver_6349,Hyderabad,Mini EV,3.7,50,227023.1,60.8,163.4,74.4,Inactive,0.186,4413.3,16492.61,120,791223.07,523613.64
6350,106350,Driver_6350,Bangalore,SUV,5.3,75,132269.1,55.8,231.2,78.2,Maintenance,0.181,3216.6,33481.88,160,53387.95,28266.43
6351,106351,Driver_6351,Bangalore,Hatchback,3.4,60,85760.2,33.9,147.4,94.8,Maintenance,0.138,3672.51,12004.31,100,679215.13,458043.28
6352,106352,Driver_6352,Chennai,Mini EV,1.8,40,247519.2,31.8,88.3,99.9,Maintenance,0.144,3972.59,20413.68,140,206659.64,121566.33
6353,106353,Driver_6353,Bangalore,Sedan,6.3,50,147575.2,72.5,270.5,88.8,Inactive,0.134,542.62,21623.77,160,242514.68,127402.01
6354,106354,Driver_6354,Mumbai,Mini EV,1.3,40,72677.4,69.2,141.2,88.1,Inactive,0.196,2373.34,36643.85,120,187802.53,122051.16
6355,106355,Driver_6355,Hyderabad,SUV,1.5,60,191698.8,91.4,435.2,97.0,Active,0.126,4521.83,23322.91,100,263554.39,175358.26
6356,106356,Driver_6356,Chennai,Sedan,1.8,30,95153.6,90.6,150.2,80.1,Active,0.181,2727.7,16564.06,100,245788.03,106695.78
6357,106357,Driver_6357,Delhi,Mini EV,5.7,30,90321.7,82.8,155.2,78.9,Active,0.16,1874.08,33194.28,120,357080.21,172635.18
6358,106358,Driver_6358,Chennai,Mini EV,4.2,40,105010.6,59.3,123.5,77.5,Inactive,0.192,2182.57,36611.73,160,230224.66,131748.42
6359,106359,Driver_6359,Mumbai,Mini EV,3.2,30,165707.9,49.8,76.6,82.0,Maintenance,0.195,3822.44,28467.9,100,221041.17,103847.35
6360,106360,Driver_6360,Chennai,Sedan,4.1,60,44724.9,56.6,204.6,73.7,Maintenance,0.166,4388.99,28949.94,120,752872.39,414253.62
6361,106361,Driver_6361,Mumbai,Mini EV,3.4,40,222617.8,89.7,284.8,88.3,Inactive,0.126,2468.48,9214.18,120,416951.78,222078.93
6362,106362,Driver_6362,Chennai,Hatchback,1.1,30,7452.9,18.0,40.3,93.2,Inactive,0.134,3589.67,7453.32,100,284580.19,164717.73
6363,106363,Driver_6363,Bangalore,Hatchback,6.6,30,239799.5,94.9,227.8,94.7,Maintenance,0.125,2762.1,25919.57,140,304581.19,166466.13
6364,106364,Driver_6364,Delhi,Hatchback,3.5,50,108052.0,12.9,46.4,83.2,Active,0.139,3928.43,37916.92,140,708339.0,495531.85
6365,106365,Driver_6365,Hyderabad,Sedan,1.9,40,44766.1,10.8,25.3,97.1,Maintenance,0.171,3569.55,30742.52,120,407067.67,250422.58
6366,106366,Driver_6366,Hyderabad,Hatchback,5.7,30,75729.9,12.0,29.3,75.1,Inactive,0.123,763.4,33131.41,120,585788.19,404254.11
6367,106367,Driver_6367,Mumbai,SUV,5.7,50,82828.2,49.7,142.8,93.4,Inactive,0.174,2718.3,14242.49,160,700933.08,318111.09
6368,106368,Driver_6368,Delhi,Hatchback,7.3,30,180185.3,24.9,38.5,79.7,Active,0.194,937.15,25142.17,160,487122.4,259154.63
6369,106369,Driver_6369,Bangalore,Mini EV,3.5,50,5866.3,77.2,225.7,85.8,Active,0.171,4900.59,22622.91,140,187523.51,123034.17
6370,106370,Driver_6370,Hyderabad,Sedan,4.6,60,241668.8,99.9,413.4,88.5,Active,0.145,3301.77,48378.01,140,747022.67,470566.18
6371,106371,Driver_6371,Bangalore,Mini EV,5.6,75,215167.7,47.6,246.2,82.4,Maintenance,0.145,2283.39,8811.01,100,172888.97,86365.32
6372,106372,Driver_6372,Bangalore,Mini EV,2.1,60,114918.0,64.9,248.0,99.8,Inactive,0.157,3548.16,26453.37,160,246798.67,128025.49
6373,106373,Driver_6373,Mumbai,SUV,7.3,30,12713.1,59.2,90.6,92.8,Active,0.196,833.75,19694.69,140,374534.98,194835.44
6374,106374,Driver_6374,Bangalore,Mini EV,2.7,75,145023.7,97.8,539.3,89.4,Active,0.136,1331.65,40598.99,140,519395.52,269340.27
6375,106375,Driver_6375,Bangalore,Mini EV,4.8,75,88963.1,42.2,179.8,93.0,Maintenance,0.176,1761.66,14341.79,100,632622.85,344667.88
6376,106376,Driver_6376,Hyderabad,Mini EV,5.4,75,32709.0,86.3,486.7,96.7,Inactive,0.133,3679.86,27034.64,160,407326.22,254998.79
6377,106377,Driver_6377,Chennai,Hatchback,1.0,75,80536.6,89.8,387.1,95.7,Maintenance,0.174,3571.63,25203.97,160,109085.96,72163.28
6378,106378,Driver_6378,Chennai,Mini EV,1.6,75,51403.9,44.8,273.2,94.3,Active,0.123,989.33,12885.71,120,120907.21,82746.64
6379,106379,Driver_6379,Bangalore,Mini EV,3.3,75,41077.6,21.1,92.5,74.7,Maintenance,0.171,4986.69,20316.69,120,543455.54,369354.95
6380,106380,Driver_6380,Mumbai,SUV,7.7,30,85472.5,15.4,27.0,84.5,Active,0.171,2380.49,20304.52,160,111464.13,47071.63
6381,106381,Driver_6381,Bangalore,Mini EV,7.1,40,208071.6,93.3,305.9,77.0,Maintenance,0.122,4800.52,22946.78,120,623589.1,433969.39
6382,106382,Driver_6382,Hyderabad,Mini EV,1.2,40,80495.3,84.4,274.5,86.0,Active,0.123,3053.75,38653.04,100,207979.19,101141.38
6383,106383,Driver_6383,Hyderabad,Hatchback,1.6,50,201138.8,49.1,139.5,91.9,Active,0.176,4471.86,24441.49,140,258391.72,110927.09
6384,106384,Driver_6384,Bangalore,SUV,2.2,50,118132.9,17.6,44.9,98.8,Active,0.196,2036.94,22041.6,160,514846.64,238049.1
6385,106385,Driver_6385,Bangalore,Sedan,5.4,50,217472.9,13.8,42.1,77.8,Active,0.164,2816.92,27748.27,100,733591.51,367582.96
6386,106386,Driver_6386,Mumbai,Sedan,2.7,75,117829.1,98.2,375.8,87.6,Inactive,0.196,4235.69,30013.3,100,273569.79,137960.34
6387,106387,Driver_6387,Delhi,SUV,5.6,75,199267.6,31.4,151.9,84.0,Active,0.155,2848.47,28288.61,100,170297.81,77137.01
6388,106388,Driver_6388,Delhi,SUV,7.1,40,57728.8,98.2,304.5,87.3,Maintenance,0.129,2415.23,17202.72,160,614948.12,301528.45
6389,106389,Driver_6389,Delhi,Hatchback,7.0,40,29053.9,12.6,38.2,97.0,Inactive,0.132,523.58,24706.29,140,54466.38,35315.09
6390,106390,Driver_6390,Hyderabad,Sedan,5.1,75,63581.6,91.9,444.7,83.6,Active,0.155,1054.4,28846.38,160,453271.92,190660.51
6391,106391,Driver_6391,Chennai,SUV,1.9,60,209141.7,85.7,297.2,88.8,Inactive,0.173,1335.65,15491.62,160,111289.89,73227.92
6392,106392,Driver_6392,Mumbai,SUV,2.6,75,169449.8,85.4,366.0,99.7,Active,0.175,1167.04,36813.11,120,270783.58,158290.06
6393,106393,Driver_6393,Delhi,Mini EV,6.7,40,79903.1,38.5,96.2,82.9,Maintenance,0.16,1457.26,23596.01,120,98623.79,49458.73
6394,106394,Driver_6394,Chennai,SUV,4.7,40,130637.5,12.8,37.4,87.0,Active,0.137,1357.86,25109.15,100,620684.73,412205.48
6395,106395,Driver_6395,Mumbai,Hatchback,1.3,50,179895.4,11.2,39.4,79.1,Maintenance,0.142,3368.1,14041.08,100,720241.48,390458.6
6396,106396,Driver_6396,Bangalore,SUV,0.5,60,94515.7,41.0,127.5,75.5,Active,0.193,2212.07,8915.57,140,63899.86,28548.37
6397,106397,Driver_6397,Hyderabad,Mini EV,5.2,40,89992.4,12.3,26.6,71.1,Maintenance,0.185,813.86,31694.05,100,388518.69,262935.76
6398,106398,Driver_6398,Chennai,Mini EV,6.6,60,195161.7,18.2,63.9,93.6,Inactive,0.171,2469.52,14802.8,160,659285.82,287021.63
6399,106399,Driver_6399,Hyderabad,Mini EV,3.2,50,52553.0,81.8,239.2,99.1,Inactive,0.171,4188.21,32532.6,100,131578.73,68114.24
6400,106400,Driver_6400,Delhi,SUV,4.5,40,114904.4,51.2,156.3,75.5,Inactive,0.131,3054.09,27500.38,140,655230.15,280854.21
6401,106401,Driver_6401,Bangalore,SUV,5.9,50,154119.7,94.2,269.1,84.7,Inactive,0.175,4794.26,22089.09,160,270833.68,167905.74
6402,106402,Driver_6402,Delhi,Hatchback,5.7,60,150752.5,63.6,221.9,81.3,Active,0.172,2240.35,12375.4,160,601615.62,243736.06
6403,106403,Driver_6403,Hyderabad,SUV,3.9,60,224973.3,78.5,264.6,75.6,Maintenance,0.178,4495.29,7600.22,100,339089.02,190363.02
6404,106404,Driver_6404,Delhi,Sedan,6.7,40,150999.4,60.8,132.2,90.6,Inactive,0.184,2181.32,20314.53,120,77387.47,41412.98
6405,106405,Driver_6405,Chennai,SUV,6.2,75,234198.9,30.6,131.1,78.5,Active,0.175,1940.93,13883.63,100,592680.78,279746.01
6406,106406,Driver_6406,Hyderabad,Hatchback,6.3,40,100715.7,19.0,42.0,71.7,Inactive,0.181,2707.54,23639.95,140,475584.29,254738.29
6407,106407,Driver_6407,Delhi,Hatchback,6.2,60,209357.7,23.0,73.4,71.3,Inactive,0.188,1593.96,34361.68,100,111486.74,58221.2
6408,106408,Driver_6408,Hyderabad,SUV,6.5,60,122152.5,39.6,154.3,75.2,Maintenance,0.154,4993.81,21308.66,120,597986.82,366359.55
6409,106409,Driver_6409,Delhi,SUV,4.8,60,125186.4,93.6,320.9,94.2,Active,0.175,4620.22,23278.57,140,61897.26,37021.44
6410,106410,Driver_6410,Hyderabad,Sedan,4.7,30,111405.7,18.4,28.7,97.7,Active,0.192,2860.22,27984.2,100,283664.02,118922.64
6411,106411,Driver_6411,Chennai,Hatchback,5.3,75,114609.7,90.6,375.4,82.5,Active,0.181,1339.18,31415.62,160,105740.49,52479.33
6412,106412,Driver_6412,Hyderabad,Mini EV,3.1,50,247402.8,99.6,321.3,80.9,Maintenance,0.155,663.78,20486.03,160,150208.69,77099.61
6413,106413,Driver_6413,Hyderabad,Mini EV,2.8,40,5358.2,21.4,70.7,94.7,Maintenance,0.121,862.81,33658.51,160,168599.75,83821.89
6414,106414,Driver_6414,Chennai,SUV,5.4,40,46832.4,88.1,214.9,93.7,Inactive,0.164,1032.43,26529.54,120,707765.77,380786.52
6415,106415,Driver_6415,Chennai,SUV,1.1,30,181858.7,49.1,92.1,86.4,Active,0.16,3988.45,16000.02,120,182973.92,92510.19
6416,106416,Driver_6416,Bangalore,SUV,3.1,75,150176.8,14.0,65.6,88.3,Inactive,0.16,3734.86,45544.44,160,432831.76,181285.88
6417,106417,Driver_6417,Hyderabad,Hatchback,2.4,75,201479.9,60.2,336.9,76.5,Maintenance,0.134,4113.92,20712.29,160,230396.43,156954.37
6418,106418,Driver_6418,Mumbai,Hatchback,2.1,75,83647.1,61.0,257.0,78.3,Active,0.178,1525.68,24987.5,100,449759.98,188674.19
6419,106419,Driver_6419,Bangalore,SUV,6.6,50,131337.1,86.8,242.5,91.4,Active,0.179,2653.58,16479.64,120,210166.9,109823.85
6420,106420,Driver_6420,Hyderabad,Hatchback,3.4,30,119270.4,53.6,100.5,91.0,Active,0.16,1421.09,22324.36,120,91999.07,48565.98
6421,106421,Driver_6421,Bangalore,SUV,3.5,30,103607.9,46.5,103.3,84.2,Inactive,0.135,4706.89,40656.74,140,248624.18,109943.89
6422,106422,Driver_6422,Bangalore,SUV,5.3,60,147123.2,60.5,201.7,93.7,Active,0.18,662.62,37491.03,100,376483.98,185956.2
6423,106423,Driver_6423,Delhi,Mini EV,1.6,30,117293.7,35.9,73.3,90.0,Inactive,0.147,1399.29,42931.62,100,706554.27,426817.23
6424,106424,Driver_6424,Bangalore,Sedan,3.5,75,112293.1,50.7,233.3,80.4,Inactive,0.163,1340.92,23529.58,160,649834.62,325015.68
6425,106425,Driver_6425,Hyderabad,Mini EV,2.6,50,25937.9,42.3,134.7,98.2,Inactive,0.157,4923.67,23237.58,100,373554.13,181496.81
6426,106426,Driver_6426,Delhi,Hatchback,5.1,40,88435.3,46.7,93.9,95.3,Active,0.199,1607.7,26822.89,100,342796.72,167804.6
6427,106427,Driver_6427,Mumbai,Sedan,6.7,30,14891.5,39.6,84.9,98.6,Maintenance,0.14,550.95,26213.59,160,328117.15,186712.02
6428,106428,Driver_6428,Hyderabad,Mini EV,7.7,50,173110.5,60.8,171.8,84.3,Inactive,0.177,3191.13,44121.16,120,397123.8,212191.31
6429,106429,Driver_6429,Hyderabad,Mini EV,5.6,75,68497.4,15.0,72.6,83.4,Inactive,0.155,4302.51,27698.12,140,553902.86,298667.98
6430,106430,Driver_6430,Mumbai,Hatchback,4.9,50,61822.8,83.5,242.7,73.7,Maintenance,0.172,3979.12,10306.22,120,799832.75,452108.12
6431,106431,Driver_6431,Hyderabad,Sedan,7.1,30,131376.3,19.9,36.4,91.2,Maintenance,0.164,1340.91,17107.51,160,70222.96,48113.32
6432,106432,Driver_6432,Delhi,Mini EV,6.3,40,78599.0,56.1,141.1,79.7,Inactive,0.159,1244.76,28904.67,160,134885.49,70777.63
6433,106433,Driver_6433,Bangalore,Hatchback,1.7,60,232239.5,23.3,102.0,72.8,Maintenance,0.137,639.05,22115.58,160,758862.96,358820.39
6434,106434,Driver_6434,Chennai,SUV,4.9,30,84205.5,32.5,52.4,70.9,Inactive,0.186,1845.78,8876.91,140,778696.88,473363.01
6435,106435,Driver_6435,Bangalore,Sedan,7.7,30,182899.0,66.7,141.9,81.7,Maintenance,0.141,3641.49,19408.39,100,553744.23,278411.39
6436,106436,Driver_6436,Chennai,Hatchback,7.7,50,193868.8,89.4,282.9,74.9,Inactive,0.158,2211.5,23909.0,100,267130.73,127132.81
6437,106437,Driver_6437,Chennai,Mini EV,7.2,75,19548.0,33.6,145.7,76.0,Inactive,0.173,4263.34,19250.24,100,121689.37,50547.09
6438,106438,Driver_6438,Hyderabad,Hatchback,2.1,40,20787.2,68.1,164.1,81.2,Maintenance,0.166,860.33,28603.45,140,227636.26,114155.24
6439,106439,Driver_6439,Bangalore,SUV,2.3,60,236878.4,27.5,98.2,85.9,Active,0.168,2042.21,28044.05,120,370907.91,188950.52
6440,106440,Driver_6440,Delhi,SUV,6.5,50,216638.1,19.2,55.5,74.6,Active,0.173,1650.39,30206.1,140,483414.35,286196.01
6441,106441,Driver_6441,Delhi,Hatchback,3.7,50,159168.4,70.3,276.8,75.6,Active,0.127,3767.32,27232.11,160,103429.24,58194.74
6442,106442,Driver_6442,Hyderabad,SUV,3.1,50,142202.3,94.3,238.1,78.5,Inactive,0.198,4374.77,40032.19,140,504547.83,327429.1
6443,106443,Driver_6443,Chennai,SUV,4.9,40,189911.1,16.7,47.4,81.9,Inactive,0.141,1742.14,33143.73,140,100011.98,65810.95
